afstemningid,sagstrinid,kommentar,afstemningstypeid,dato,sagstrintypeid,sagid,sagstypeid,sag_nummer,sag_titel,sag_titelkort
9452,247848,,1,2023-12-12 00:00:00,17,67759,3,L 45,Forslag til lov om ændring af lov om videnskabsetisk behandling af sundhedsvidenskabelige forskningsprojekter og sundhedsdatavidenskabelige forskningsprojekter og sundhedsloven. (Smidigere rammer for sundhedsforskning og mere information og selvbestemmelse til patienter og forsøgspersoner m.v.).,Om smidigere rammer for sundhedsforskning og mere information og selvbestemmelse til patienter og forsøgspersoner m.v.
9453,247900,,1,2023-12-12 00:00:00,17,67749,3,L 47,Forslag til lov om ændring af sundhedsloven. (Mulighed for forudgående fravalg af genoplivningsforsøg ved hjertestop).,Om mulighed for forudgående fravalg af genoplivningsforsøg ved hjertestop.
9454,248560,,1,2023-12-12 00:00:00,17,96200,3,L 53,"Forslag til lov om ændring af lov om autorisation af sundhedspersoner og om sundhedsfaglig virksomhed, sundhedsloven, lov om lægemidler, lov om apoteksvirksomhed og lov om klage- og erstatningsadgang inden for sundhedsvæsenet. (Indførelse af et forbeholdt virksomhedsområde for sygeplejersker og specialsygeplejersker, udvidelse af jordemødres forbeholdte virksomhedsområde og Ankenævnet for Patienterstatningens kompetence til behandling af grønlandske klagesager om patienterstatning).",Om indførelse af et forbeholdt virksomhedsområde for sygeplejersker og specialsygeplejersker og udvidelse af jordemødres forbeholdte virksomhedsområde m.v.
9455,247887,,1,2023-12-12 00:00:00,17,96044,3,L 48,Forslag til lov om ændring af lov om valg til Folketinget og forskellige andre love og om ophævelse af lov om midlertidig videreførelse af rettigheder efter lov om kommunale og regionale valg og lov om valg af danske medlemmer til Europa-Parlamentet i forbindelse med Det Forenede Kongeriges udtræden af Den Europæiske Union. (Modernisering af rammerne for valg og lokaldemokrati m.v.).,Om modernisering af rammerne for valg og lokaldemokrati m.v.
9485,251268,,1,2023-12-14 00:00:00,17,97086,3,L 79 B,"Forslag til lov om ændring af databeskyttelsesloven og lov om Det Centrale Personregister. (Ophævelse af bestemmelser om behandling af personoplysninger i forbindelse med markedsføring, undtagelse fra oplysningspligten og indsigtsretten hos Procesbevillingsnævnet og tilpasning af indsigtsretten hos Folketingets Ombudsmand).","Om ophævelse af bestemmelser om behandling af personoplysninger i forbindelse med markedsføring, undtagelse fra oplysningspligten og indsigtsretten hos Procesbevillingsnævnet og tilpasning af indsigtsretten hos Folketingets Ombudsmand."
9486,247939,,1,2023-12-14 00:00:00,17,67761,3,L 13,Forslag til lov om ændring af retsplejelov for Grønland. (National Enhed for Særlig Kriminalitets kompetence for Grønland m.v.).,Om National Enhed for Særlig Kriminalitets kompetence for Grønland m.v.
9487,248030,,1,2023-12-14 00:00:00,17,67762,3,L 14,Forslag til lov om ændring af kriminallov for Grønland og retsplejelov for Grønland. (Selvstændig bestemmelse om psykisk vold).,Om kriminalisering af psykisk vold i Grønland.
9519,248134,,1,2023-12-19 00:00:00,17,96051,3,L 50,"Forslag til lov om ophævelse af lov for Grønland om børns retsstilling og om ændring af lov om ægteskabs indgåelse og opløsning som sat i kraft for Grønland, forældreansvarsloven og retsplejelov for Grønland. (Ændringer som følge af ikraftsættelse for Grønland af børneloven og lov om børns forsørgelse m.v.).",Om ændringer som følge af ikraftsættelse for Grønland af børneloven og lov om børns forsørgelse m.v.
9520,249585,,1,2023-12-19 00:00:00,17,96531,3,L 76,"Forslag til lov om ændring af lov om leje, lov om boligforhold, lov om leje af almene boliger og forskellige andre love. (Refusion af udlejerens udgifter til månedlige forbrugsmålinger, rettelser som følge af sammenskrivningen af lejelovgivningen og tilbudspligt).",Om opfølgning på aftalen om bygge- og boligpolitiske indsatser.
9521,248945,,1,2023-12-19 00:00:00,17,96356,3,L 61,Forslag til lov om indfødsrets meddelelse.,Om indfødsrets meddelelse.
9522,249927,,1,2023-12-19 00:00:00,17,96614,3,L 82,Forslag til lov om ændring af lov om integrationsgrunduddannelse (igu) og lov om Arbejdsgivernes Uddannelsesbidrag. (Videreførelse og udvidelse af igu-ordningen og videreførelse af egu-fgu-bonusordningen).,Om videreførelse og udvidelse af igu-ordningen og videreførelse af egu-fgu-bonusordningen.
9523,251347,,1,2023-12-19 00:00:00,17,97120,3,L 62 A,Forslag til lov om ændring af lov om planlægning og forskellige andre love. (Opfølgning på evaluering af planloven m.v.).,Om opfølgning på evaluering af planloven m.v.
9524,251351,,1,2023-12-19 00:00:00,17,97121,3,L 62 B,Forslag til lov om ændring af lov om boligforhold. (Udlejning af midlertidige ustøttede private ungdomsboliger i stueetagen).,Om udlejning af midlertidige ustøttede private ungdomsboliger i stueetagen.
9525,249520,,1,2023-12-19 00:00:00,17,96526,3,L 73,Forslag til lov om ændring af lov om trossamfund uden for folkekirken. (Udskydelse af revisionsbestemmelse).,Om udskydelse af revisionstidspunktet i trossamfundsloven.
9526,247809,,1,2023-12-19 00:00:00,17,96043,3,L 4,"Forslag til lov om ændring af registreringsafgiftsloven, lov om registrering af køretøjer, brændstofforbrugsafgiftsloven og skatteforvaltningsloven. (Regelforenkling med henblik på at fremme regelefterlevelsen på motorområdet, justering af skatteforvaltningslovens fristreglers samspil med visse bestemmelser i dobbeltbeskatningsoverenskomster m.v.).",Om regelforenkling og øget regelefterlevelse på motorområdet m.v.
9527,249914,,1,2023-12-19 00:00:00,17,96613,3,L 85,"Forslag til lov om ændring af lov om energiafgift af mineralolieprodukter m.v., lov om afgift af naturgas og bygas m.v., lov om afgift af stenkul, brunkul og koks m.v., lov om afgift af elektricitet og forskellige andre love. (Lempelse af energiafgiften for hotellers rumvarme, forbrugsregistrering ved direkte linjer, nedsættelse af tærskler for indberetning af statsstøtte m.v.).",Om lempelse af energiafgiften for hotellers rumvarme m.v.
9528,249010,,1,2023-12-19 00:00:00,17,96361,3,L 66,Forslag til lov om ændring af lov om Slots- og Kulturstyrelsens kontrol og tilsyn med covid-19-kompensationsordninger m.v. på Kulturministeriets område. (Udskydelse af solnedgangsklausul).,Om udskydelse af solnedgangsklausul.
9529,249211,,1,2023-12-19 00:00:00,17,96448,3,L 70,Forslag til lov om visse medietjenesteudbyderes bidrag til fremme af dansk kultur (kulturbidragsloven). ,Om medietjenesteudbyderes bidrag til fremme af dansk kultur.
9530,249546,,1,2023-12-19 00:00:00,17,96528,3,L 72,"Forslag til lov om ændring af lov om arbejdsmarkedsuddannelser m.v., lov om forberedende voksenundervisning og ordblindeundervisning for voksne og forskellige andre love. (Udmøntning af VEU-trepartsaftale 2023 om voksen-, efter- og videreuddannelse).","Om udmøntning af VEU-trepartsaftale 2023 om voksen-, efter- og videreuddannelse."
9531,249940,,1,2023-12-19 00:00:00,17,96615,3,L 78,Forslag til lov om ændring af dagtilbudsloven. (Justering af krav til minimumsnormering i privatinstitutioner).,Om justering af krav til minimumsnormering i privatinstitutioner.
9532,249598,,1,2023-12-19 00:00:00,17,96532,3,L 77,Forslag til lov om ændring af lov om udgivelsen af en Lovtidende. (Bemyndigelse til at fastsætte regler om alternativ offentliggørelse af retsforskrifter).,Om alternativ offentliggørelse af retsforskrifter.
9534,249901,,1,2023-12-19 00:00:00,17,96612,3,L 86,"Forslag til lov om ændring af universitetsloven, lov om erhvervsakademiuddannelser og professionsbacheloruddannelser, lov om videregående kunstneriske uddannelsesinstitutioner og lov om maritime uddannelser. (Virtuel udveksling for studerende).",Om virtuel udveksling for studerende.
9535,249572,,1,2023-12-19 00:00:00,17,96530,3,L 75,"Forslag til lov om ændring af lov om assisteret reproduktion i forbindelse med behandling, diagnostik og forskning m.v. (Ændring af den tilladte opbevaringsperiode for menneskelige æg, der udtages uden medicinsk indikation).",Om ændring af den tilladte opbevaringsperiode for menneskelige æg der udtages uden medicinsk indikation.
9536,249953,,1,2023-12-19 00:00:00,17,96616,3,L 83,"Forslag til lov om ændring af lov om en aktiv beskæftigelsesindsats, lov om social pension, lov om retssikkerhed og administration på det sociale område og  forskellige andre love. (Mulighed for dispensation til eksport af pensionstillæg m.v., forenklet beregning af fleksløntilskud, herunder i forhold til hjælp til dækning af tabt arbejdsfortjeneste m.v., og ændring af mellemkommunal refusion for førtidspension og seniorpension).",Om justering af forskellige områder på førtidspensions- og fleksjobområdet.
9551,251436,,1,2024-01-25 00:00:00,17,97137,3,L 92,"Forslag til lov om ændring af ligningsloven. (Ændring af listen over lande, der er omfattet af defensive foranstaltninger).","Om ændring af listen over lande, der er omfattet af defensive foranstaltninger efter ligningsloven."
9553,251915,,1,2024-01-30 00:00:00,17,97301,3,L 93 A,"Forslag til lov om ændring af ligningsloven og registreringsafgiftsloven. (Forhøjelse af servicefradraget, forhøjelse af befordringsfradraget i yderkommuner og på visse småøer og forhøjelse af bundfradraget for nulemissionskøretøjer).",Om forhøjelse af servicefradraget m.v.
9554,251919,,1,2024-01-30 00:00:00,17,97302,3,L 93 B,Forslag til lov om ændring af personskatteloven. (Nedsættelse af bundskatten som følge af kommunale skattestigninger).,Om nedsættelse af bundskatten som følge af kommunale skattestigninger.
9555,251924,,1,2024-02-01 00:00:00,17,68002,3,L 87,"Forslag til lov om ændring af lov om testcentre for store vindmøller ved Høvsøre og Østerild og ligningsloven. (Mulighed for færre, men højere vindmøller ved Testcenter Høvsøre).","Om mulighed for færre, men højere vindmøller ved Testcenter Høvsøre. "
9567,251605,,1,2024-02-22 00:00:00,17,97168,3,L 94,Forslag til lov om ændring af hvidvaskloven. (Nedsættelse af kontantforbudsgrænsen).,Om nedsættelse af kontantforbudsgrænsen.
9568,250976,,1,2024-02-22 00:00:00,17,96946,3,L 88,Forslag til lov om ændring af lov om husdyrbrug og anvendelse af gødning m.v. (Bemyndigelse til at fastsætte regler om teknologier til husdyrproduktion og samlet godkendelse eller tilladelse af husdyrbrug).,Om bemyndigelse til at fastsætte regler om teknologier til husdyrproduktion og samlet godkendelse eller tilladelse af husdyrbrug.
9572,251592,,1,2024-02-29 00:00:00,17,97167,3,L 95,"Forslag til lov om ændring af lov om social service, lov om retssikkerhed og administration på det sociale område og forskellige andre love. (Den nationale sikkerhedskonsulentordning og koordinationsenheden mod genopdragelsesrejser og ufrivillige udlandsophold, bemyndigelse til at fastsætte regler vedrørende grønlandske og færøske borgere, der er dømt til anbringelse på institution i Danmark, forenkling af reglerne vedrørende børne- og ungeudvalgene m.v.).",Om forskellige tiltag på socialområdet.
9584,251936,,1,2024-03-14 00:00:00,17,97303,3,L 99,Forslag til lov om tillægsbevilling for finansåret 2023.,Om tillægsbevillingsloven for finansåret 2023.
9585,251218,,1,2024-03-14 00:00:00,17,97075,3,L 90,"Forslag til lov om ændring af miljøskadeloven, lov om miljøbeskyttelse og forskellige andre love. (Præcisering af kredsen af personer, der kan anmode myndighederne om at træffe foranstaltninger m.v. efter miljøskadereglerne og klage over afgørelser herom).",Om præcisering af dele af gennemførelsen af miljøansvarsdirektivet.
9587,251873,,1,2024-03-14 00:00:00,17,97263,3,L 98,"Forslag til lov om ændring af lov om midlertidig opholdstilladelse til personer, der er fordrevet fra Ukraine, og lov om Udbetaling Danmark. (Tilskud til forsørgelse af børn, der forsørges af andre end forældrene, og sidestilling af gifte, men praktisk set enlige, forsørgere med reelt enlige i forhold til forsørgelsesydelse m.v.).",Om afhjælpning af udfordringer for fordrevne fra Ukraine.
9593,251732,,1,2024-03-19 00:00:00,17,97216,3,L 96,Forslag til lov om ændring af barselsloven. (13 ugers ekstra orlov til begge tvillingeforældre m.v.).,Om 13 ugers ekstra orlov til begge tvillingeforældre m.v.
9600,251205,,1,2024-04-04 00:00:00,17,97074,3,L 89,Forslag til lov om ændring af lov om velfærdsaftaler på dagtilbudsområdet og folkeskoleområdet og love om ændring af dagtilbudsloven. (Forlængelse af forsøgsperioden for velfærdsaftalekommunerne på dagtilbudsområdet og folkeskoleområdet).,Om forlængelse af forsøgsperioden for velfærdsaftalekommunerne på dagtilbudsområdet og folkeskoleområdet.
9601,252024,,1,2024-04-04 00:00:00,17,97336,3,L 101,Forslag til lov om opgradering af Øresundsbanen.,Om opgradering af Øresundsbanen.
9602,252300,,1,2024-04-04 00:00:00,17,97417,3,L 105,Forslag til lov om ændring af lov om infrastruktur for alternative drivmidler til transport. (Ændringer som følge af vedtagelsen af forordning om etablering af infrastruktur for alternative drivmidler).,Om etablering af infrastruktur for alternative drivmidler.
9603,252199,,1,2024-04-04 00:00:00,17,97409,3,L 104,Forslag til lov om ændring af lov om social service og forskellige andre love. (Ligestilling af krisecentertilbud til mænd m.v.).,Om ligestilling af krisecentertilbud til mænd m.v.
9604,252480,,1,2024-04-04 00:00:00,17,97492,3,L 111,Forslag til lov om ændring af lov om andelsboligforeninger og andre boligfællesskaber. (Ændring af værdiansættelsesprincipper).,Om ændring af værdiansættelsesprincipper for andelsboligforeninger og andre boligfællesskaber.
9605,254618,,1,2024-04-04 00:00:00,17,98037,3,L 119 A,"Forslag til lov om ændring af lov om forskellige forbrugsafgifter. (Afgiftsforhøjelser på nikotinprodukter og røgfri tobak og justering af overgangsregler ved afgiftsforhøjelser på røgfri tobak, nikotinprodukter og nikotinholdige væsker).",Om forskellige forbrugsafgifter.
9606,254622,,1,2024-04-04 00:00:00,17,98038,3,L 119 B,"Forslag til lov om ændring af momsloven. (Særordningen for små virksomheder på momsområdet, justering af momsreglerne om leveringssted for visse virtuelt leverede ydelser, ophævelse af særlig momsregel ved el- og gashandel og betalingsfrist for køb og indførsel af visse køretøjer m.v.).",Om ændring af momsloven.
9607,254626,,1,2024-04-04 00:00:00,17,98039,3,L 119 C,"Forslag til lov om ændring af chokoladeafgiftsloven, kildeskatteloven og forskellige andre love. (Godtgørelse af dækningsafgift i chokoladeafgiftsloven, præcisering af krav om beholdningsregnskab ved løssalg af groftskåret røgtobak, bøder ved enkeltsalg af cigaretter og manglende beholdningsregnskab, tilpasning af det afgiftspligtige vareområde for visse alkoholvarer, nulangivelse ved udbetaling af royalty til udlandet uden indeholdelse af kildeskat, mulighed for dataudstilling om visse søfarende, afskaffelse af godtgørelsesordning i spildevandsafgiftsloven, tilpasning af reglerne om sikkerhedsstempelmærker og genindførelse af register over erhvervsfiskere med B-status m.v.).","Om ændring af chokoladeafgiftsloven, kildeskatteloven og forskellige andre love."
9614,251745,,1,2024-04-16 00:00:00,17,97217,3,L 97,"Forslag til lov om ændring af kriminallov for Grønland og retsplejelov for Grønland. (Initiativer mod digitale krænkelser, herunder forbud mod grooming, sidestilling af samleje med barn med voldtægt, tilsnigelse af samleje, religiøse lederes udnyttelse af religiøs afhængighed med henblik på at skaffe sig samleje m.v.).",Om opdatering af den grønlandske kriminallovs bestemmelser om seksualforbrydelser m.v.
