afstemningid,sagstrinid,kommentar,afstemningstypeid,dato,sagstrintypeid,sagid,sagstypeid,sag_nummer,sag_titel,sag_titelkort,sag_resume
9452,247848,,1,2023-12-12 00:00:00,17,67759,3,L 45,Forslag til lov om ændring af lov om videnskabsetisk behandling af sundhedsvidenskabelige forskningsprojekter og sundhedsdatavidenskabelige forskningsprojekter og sundhedsloven. (Smidigere rammer for sundhedsforskning og mere information og selvbestemmelse til patienter og forsøgspersoner m.v.).,Om smidigere rammer for sundhedsforskning og mere information og selvbestemmelse til patienter og forsøgspersoner m.v.,"Lovforslaget indebærer, at National Videnskabsetisk Komité kan give tilladelse til sundhedsdatavidenskabelige forskningsprojekter, hvor der kan forskes i realtidsdata. 

Forslaget forenkler rammerne for kliniske lavrisikostudier, der tager sigte på at indhente viden om den mest virksomme behandling af allerede ibrugtagne standardbehandlinger i sundhedsvæsenet.

Forslaget indebærer, at den kompetente videnskabsetiske komité i forbindelse med ansøgninger om dispensation fra samtykke til biobankforskning, der indebærer omfattende kortlægning af arvemassen, vil kunne stille vilkår om, at den forsøgsansvarlige informerer forsøgspersonerne om, at det konkrete forskningsprojekt finder sted, herunder hvilke muligheder forsøgspersonen har for at fravælge at deltage i det konkrete forskningsprojekt. 

Forslaget sikrer hjemmel til, at Nationalt Center for Etik stiller en anmeldelsesdatabase til rådighed for komitésystemet og forsøgsansvarlige, og at oplysninger, der indgives i forbindelse med anmeldelse til databasen, kan videregives til Nationalt Forsøgsoverblik. 

Forslaget indfører en bestemmelse i komitéloven om transparens om økonomiske interesser i forskningsprojekter, der vedrører kunstig intelligens, hvorefter den kompetente videnskabsetiske komité skal påse, at den forskningsansvarlige ikke påvirkes på utilbørlig vis. 

Forslaget indebærer, at den kompetente videnskabsetiske komité i forbindelse med den videnskabsetiske bedømmelse af et sundhedsdatavidenskabeligt forskningsprojekt, der omhandler sensitive bioinformatiske genomdata, kan stille vilkår om, at den forskningsansvarlige informerer forskningsdeltagerne om, at det konkrete forskningsprojekt finder sted, herunder hvilke muligheder forskningsdeltageren har for at fravælge at deltage i projektet. 

Forslaget præciserer Sundhedsdatastyrelsens myndighedsopgaver i sundhedsloven, så det fremgår, at Sundhedsdatastyrelsen varetager overvågnings- og analyseopgaver med henblik på at understøtte styrelsens øvrige opgaver, herunder sikre sammenhængende data og fremme informationssikkerheden i sundhedssektoren.
"
9453,247900,,1,2023-12-12 00:00:00,17,67749,3,L 47,Forslag til lov om ændring af sundhedsloven. (Mulighed for forudgående fravalg af genoplivningsforsøg ved hjertestop).,Om mulighed for forudgående fravalg af genoplivningsforsøg ved hjertestop.,"Lovforslaget indfører en rettighed, hvorefter habile borgere, der er fyldt 60 år, får mulighed for at fravælge forsøg på genoplivning i tilfælde af hjertestop. Tilkendegivelsen skal ske på sundhed.dk eller via en fysisk blanketordning. 

Forslaget er en udmøntning af »Aftale om udmøntning af midlerne afsat til Det gode ældreliv« af 18. december 2020 (efterfølgende justeret i februar 2022) indgået af Socialdemokratiet, Venstre, Dansk Folkeparti, Radikale Venstre, Socialistisk Folkeparti, Enhedslisten, Det Konservative Folkeparti, Liberal Alliance, Alternativet, Nye Borgerlige og Frie Grønne. 

"
9454,248560,,1,2023-12-12 00:00:00,17,96200,3,L 53,"Forslag til lov om ændring af lov om autorisation af sundhedspersoner og om sundhedsfaglig virksomhed, sundhedsloven, lov om lægemidler, lov om apoteksvirksomhed og lov om klage- og erstatningsadgang inden for sundhedsvæsenet. (Indførelse af et forbeholdt virksomhedsområde for sygeplejersker og specialsygeplejersker, udvidelse af jordemødres forbeholdte virksomhedsområde og Ankenævnet for Patienterstatningens kompetence til behandling af grønlandske klagesager om patienterstatning).",Om indførelse af et forbeholdt virksomhedsområde for sygeplejersker og specialsygeplejersker og udvidelse af jordemødres forbeholdte virksomhedsområde m.v.,"Lovforslaget indebærer, at der til autorisationen som sygeplejersker bliver knyttet et forbeholdt virksomhedsområde. Det vil medføre, at sygeplejersker får mulighed for selvstændigt at træffe beslutning om og udføre bestemte opgaver, som i dag er forbeholdt læger. Det gælder bl.a. blodprøvetagning, anvendelse af visse nærmere bestemte vacciner og lægemidler, anlæggelse af kort perifert venekateter og syning af overfladiske hudsår uden for ansigtet. 

Forslaget giver bemyndigelse til, at indenrigs- og sundhedsministeren kan fastsætte regler om, at visse specialsygeplejersker får et yderligere forbeholdt område.

Forslaget ændrer det forbeholdte virksomhedsområde for jordemødre. Ændringen består både af en modernisering af reglerne og en udvidelse af jordemødrenes forbeholdte område. 

Forslaget udvider som følge af en anmodning fra Naalakkersuisut (Grønlands Selvstyres regering) Ankenævnet for Patienterstatningens kompetence til også at omfatte behandlingen af klager over afgørelser i sager, som Patienterstatningen behandler efter aftale med Naalakkersuisut.

"
9455,247887,,1,2023-12-12 00:00:00,17,96044,3,L 48,Forslag til lov om ændring af lov om valg til Folketinget og forskellige andre love og om ophævelse af lov om midlertidig videreførelse af rettigheder efter lov om kommunale og regionale valg og lov om valg af danske medlemmer til Europa-Parlamentet i forbindelse med Det Forenede Kongeriges udtræden af Den Europæiske Union. (Modernisering af rammerne for valg og lokaldemokrati m.v.).,Om modernisering af rammerne for valg og lokaldemokrati m.v.,"Lovforslaget foreslår at modernisere rammerne for valg og lokaldemokrati. Ændringerne i valglovgivningen består bl.a. i, at vælgere, der flytter til en ny kommune i den sidste uge før et kommunal- og regionalvalg, fremover bevarer deres valgret i fraflytningskommunen. Det foreslås at ændre kravet til stillerunderskrifter for nye kandidatlister, der ønsker at stille op til regionsrådsvalg, så det bedre afspejler vælgertallet i de enkelte regioner. Det foreslås at forenkle reglerne for opstilling til kommunal- og regionalvalg ved at afskaffe mulighederne for at indgå listeforbund og have ens listebetegnelser. 

Det foreslås at gennemføre en række forenklinger af brevstemmeproceduren, der bl.a. har til formål at lette kommunernes håndtering af brevstemmerne og i sidste ende sikre, at flest mulige brevstemmer bliver gyldige og kan tælles med. Det foreslås at forenkle reglerne for stemmesedlernes udarbejdelse og udseende med henblik på at undgå fejl på stemmesedlerne. Det foreslås at lempe reglerne for bedømmelse af stemmesedler, så færre stemmesedler bedømmes som ugyldige. Det foreslås at afskaffe pligten for Indenrigs- og Sundhedsministeriet og kommunerne til at indrykke annoncer i dagbladene om, at der er valg, og at vælgerne vil modtage valgkort. 

Det foreslås at give indenrigs- og sundhedsministeren bemyndigelse til at bekendtgøre antallet af danske medlemmer, der efter EU-retten skal vælges til Europa-Parlamentet. Det foreslås at give indenrigs- og sundhedsministeren bemyndigelse til at fastsætte regler om, at danske myndigheder bistår Ukraine med at afholde valg og folkeafstemninger i Danmark. Det foreslås at ophæve den midlertidige lov, der giver valgret til Europa-Parlamentsvalg i Danmark for britiske statsborgere, der har haft uafbrudt bopæl i Danmark siden Brexit den 31. januar 2020.

Lovforslaget foreslår derudover ændringer i reglerne om kommunernes og regionernes styrelse, herunder at der gives mulighed for i særlige tilfælde at afholde ekstraordinære møder i kommunalbestyrelser og regionsråd som virtuelle møder. Det foreslås, at reglerne om adgangen for medlemmer af en kommunalbestyrelse eller et regionsråd til at vælge vederlæggelse i form af dokumenteret tabt arbejdsfortjeneste ændres således, at den enkelte kommunalbestyrelse eller det enkelte regionsråd fremover kan beslutte, om ordningen med vederlæggelse for dokumenteret tabt arbejdsfortjeneste skal være gældende i den pågældende kommune eller den pågældende region. Det foreslås desuden at gøre det muligt for kommunalbestyrelsen eller regionsrådet at stille krav om fremlæggelse af revisorerklæring som dokumentation for den tabte arbejdsfortjeneste. Det foreslås at sikre, at kommunal- og regionalpolitikere fra andre lande, der arbejder i Danmark, kan opnå ret til fravær fra arbejdet i Danmark, og at de er beskyttet mod afskedigelse fra arbejdet i Danmark begrundet i et kommunal- eller regionalpolitisk hverv i andre lande. 

Det foreslås at indføre et forbud mod anbringelse af kommuners og regioners midler i alternative investeringsfonde, så retstilstanden for så vidt angår kommuners og regioners anbringelse af midler på dette punkt føres tilbage til, hvad der var gældende forud for Justitsministeriets udstedelse af den seneste bekendtgørelse om anbringelse af fondes midler. Det foreslås at give indenrigs- og sundhedsministeren adgang til efter drøftelse med KL at fastsætte nærmere regler for vederlæggelse af medlemmerne af de styrende organer for kommunale fællesskaber baseret på objektive kriterier."
9485,251268,,1,2023-12-14 00:00:00,17,97086,3,L 79 B,"Forslag til lov om ændring af databeskyttelsesloven og lov om Det Centrale Personregister. (Ophævelse af bestemmelser om behandling af personoplysninger i forbindelse med markedsføring, undtagelse fra oplysningspligten og indsigtsretten hos Procesbevillingsnævnet og tilpasning af indsigtsretten hos Folketingets Ombudsmand).","Om ophævelse af bestemmelser om behandling af personoplysninger i forbindelse med markedsføring, undtagelse fra oplysningspligten og indsigtsretten hos Procesbevillingsnævnet og tilpasning af indsigtsretten hos Folketingets Ombudsmand.","Med lovforslaget ønsker man at ligestille Procesbevillingsnævnet med domstolene, så Procesbevillingsnævnet undtages fra databeskyttelsesforordningens regler om oplysningspligt og indsigtsret i sager vedrørende appeltilladelse. 

Folketingets Ombudsmands undtages tillige for retten til indsigt, for så vidt angår behandling af personoplysninger i sagsakter fra myndigheder. Folketingets Ombudsmand skal i stedet videresende anmodningerne om indsigt til den pågældende myndighed.

Derudover ophæves databeskyttelseslovens § 13, stk. 1-3 og 5-9, om behandling af personoplysninger i markedsføring, da regeringen vurderer, at det er tvivlsomt, om bestemmelserne ligger inden for medlemsstaternes nationale råderum."
9486,247939,,1,2023-12-14 00:00:00,17,67761,3,L 13,Forslag til lov om ændring af retsplejelov for Grønland. (National Enhed for Særlig Kriminalitets kompetence for Grønland m.v.).,Om National Enhed for Særlig Kriminalitets kompetence for Grønland m.v.,"Lovforslaget har til formål at sikre, at National Enhed for Særlig Kriminalitet og det operative samarbejde får kompetence til og kan fungere i og for Grønland.

Regeringen ønsker i fællesskab med naalakkersuisut at arbejde for, at de danske ansvarsområder i Grønland følger standarden i Danmark med respekt for de særlige forhold og forskelle, der er mellem Danmark og Grønland.

I den forbindelse har regeringen og naalakkersuisut fundet behov for ændringer af retsplejelov for Grønland, således at National Enhed for Særlig Kriminalitet og det operative samarbejde kan fungere i Grønland."
9487,248030,,1,2023-12-14 00:00:00,17,67762,3,L 14,Forslag til lov om ændring af kriminallov for Grønland og retsplejelov for Grønland. (Selvstændig bestemmelse om psykisk vold).,Om kriminalisering af psykisk vold i Grønland.,"Med lovforslaget ønskes det at kriminalisere psykisk vold i nære relationer i kriminalloven for Grønland.

Regeringen ønsker i fællesskab med naalakkersuisut at arbejde for, at de danske ansvarsområder i Grønland følger standarden i Danmark med respekt for de særlige forhold og forskelle, der er mellem Danmark og Grønland.

Som led i dette har Justitsministeriet efter ønske fra naalakkersuisut udarbejdet dette lovforslag, som indfører en selvstændig bestemmelse om psykisk vold i den grønlandske kriminallov, som afspejler, at psykisk vold kan være lige så skadeligt og lige så kriminelt som udøvelse af vold i øvrigt."
9519,248134,,1,2023-12-19 00:00:00,17,96051,3,L 50,"Forslag til lov om ophævelse af lov for Grønland om børns retsstilling og om ændring af lov om ægteskabs indgåelse og opløsning som sat i kraft for Grønland, forældreansvarsloven og retsplejelov for Grønland. (Ændringer som følge af ikraftsættelse for Grønland af børneloven og lov om børns forsørgelse m.v.).",Om ændringer som følge af ikraftsættelse for Grønland af børneloven og lov om børns forsørgelse m.v.,"Lovforslaget indeholder de lovændringer, der følger af ikraftsættelsen for Grønland af børneloven og lov om børns forsørgelse. Disse love sættes i kraft som et led i ajourføringen af den familieretlige lovgivning for Grønland. Ikraftsættelsen af børneloven vil også omfatte lovens bestemmelser om medmoderskab, således at to kvinder i Grønland sammen kan blive forældre til et barn.

Forslaget omfatter ophævelse af den gældende lovgivning om faderskab og børnebidrag i lov for Grønland om børns retsstilling og ændring af reglerne om børnebidrag i lov om ægteskabs indgåelse og opløsning for Grønland. Desuden sker tilpasning af reglerne i retsplejelov for Grønland om behandlingen af sager om faderskab, der tilpasses reglerne i børneloven, som den sættes i kraft for Grønland, herunder at retsplejelov for Grønland indeholder regler om domstolenes behandling af sager om medmoderskab."
9520,249585,,1,2023-12-19 00:00:00,17,96531,3,L 76,"Forslag til lov om ændring af lov om leje, lov om boligforhold, lov om leje af almene boliger og forskellige andre love. (Refusion af udlejerens udgifter til månedlige forbrugsmålinger, rettelser som følge af sammenskrivningen af lejelovgivningen og tilbudspligt).",Om opfølgning på aftalen om bygge- og boligpolitiske indsatser.,"Lovforslaget udmønter nogle af de dele af »Aftale mellem regeringen (Socialdemokratiet, Venstre og Moderaterne), Socialistisk Folkeparti, Danmarksdemokraterne, Det Konservative Folkeparti, Enhedslisten, Radikale Venstre, Dansk Folkeparti og Alternativet om bygge- og boligpolitiske indsatser« indgået den 15. maj 2023, som forudsætter ændringer i lejelovgivningen. 

Forslaget indeholder for det første en række præciseringer og tilføjelser til lejeloven, boligforholdsloven og almenlejeloven, som skal rette op på fejl opstået i forbindelse med sammenskrivningen af lejelovgivningen. Bl.a. (gen)indsættes hjemmel i lejeloven til, at lejen i omkostningsbestemte og gennemgribende moderniserede lejemål i regulerede kommuner efter aftale kan reguleres én gang årligt efter stigningerne i Danmarks Statistiks nettoprisindeks. For det andet foreslås indsat en hjemmel i lejeloven og almenlejeloven til, at udlejerne kan få refunderet udgifter, som udlejeren må afholde til tredjepart for at opfylde nye krav om månedlige leverancer af oplysninger om forbrug af varme m.v., hos lejerne. For det tredje foreslås en ændring af lejelovens regler om tilbudspligt. 

Det foreslås, at loven træder i kraft den 1. januar 2024 med undtagelse af forslaget, som vedrører indsættelse af hjemmel i lejeloven til at aftale regulering efter stigningerne i Danmarks Statistiks nettoprisindeks, som skal finde anvendelse fra den 1. juli 2022, hvor den nye lejelov og lov om boligforhold trådte i kraft. 
"
9521,248945,,1,2023-12-19 00:00:00,17,96356,3,L 61,Forslag til lov om indfødsrets meddelelse.,Om indfødsrets meddelelse.,"Lovforslaget er det første af samlingens to lovforslag om de personer, der ved lov kan få meddelt indfødsret (statsborgerskab) i Danmark."
9522,249927,,1,2023-12-19 00:00:00,17,96614,3,L 82,Forslag til lov om ændring af lov om integrationsgrunduddannelse (igu) og lov om Arbejdsgivernes Uddannelsesbidrag. (Videreførelse og udvidelse af igu-ordningen og videreførelse af egu-fgu-bonusordningen).,Om videreførelse og udvidelse af igu-ordningen og videreførelse af egu-fgu-bonusordningen.,"Formålet med forslaget er at videreføre og udvide integrationsgrunduddannelsesordningen (igu). Forslaget indebærer, at igu-ordningen og egu-bonussen videreføres i 4 år frem til den 31. december 2027. Forslaget bygger på en aftale mellem regeringen (Socialdemokratiet, Venstre og Moderaterne) og arbejdsmarkedets parter på baggrund af en anbefaling fra Reformkommissionen. 

Derudover indebærer forslaget, at persongruppen, som har adgang til ordningen, udvides til at omfatte alle former for familiesammenførte i alderen 18-40 år, som har været i Danmark i op til 20 år. I forlængelse heraf indføres der et årligt loft over antallet af nye igu-forløb på 1.500, hvor der efter behov og nærmere drøftelse i aftalekredsen kan indføres et midlertidigt stop, når der i det enkelte år er påbegyndt 1.200 igu-forløb. Forslaget vil endvidere give udlændinge- og integrationsministeren mulighed for at fastsætte nærmere regler for udstedelse af beviser til fuldførte og delvis gennemførte igu-forløb. 

Forslaget indebærer også, at egu-fgu-bonusordningen forlænges med 4 år.  

Det foreslås, at loven træder i kraft den 1. januar 2024.
"
