afstemningid,sag_titel,sag_titel_en,dato
9439,Forslag til lov om ændring af lov om ferie og lov om forvaltning og administration af tilgodehavende feriemidler. (Genindførelse af bagatelgrænser for udbetaling af uhævede feriepenge m.v.).,Proposal for a law amending the law on holidays and the law on the administration and administration of holiday allowances receivable.,2023-12-07 00:00:00
9440,Forslag til lov om ændring af lov om frikommunenetværk. (Forlængelse af udvalgte forsøgsmuligheder m.v. i frikommuneforsøg II).,Proposal for a law amending the law on free community networks. (Extension of selected experimental possibilities etc. in free community experiments II).,2023-12-07 00:00:00
9441,Forslag til lov om ændring af barnets lov og lov om Arbejdsmarkedets Tillægspension. (Rettelse af fejl i regler om underretningspligten og satser m.v. i barnets lov og ændring af visse bemyndigelsesbestemmelser i lov om Arbejdsmarkedets Tillægspension).,Proposal for a law amending the law and law of the child on the supplementary pension of the labour market. (Fixing errors in rules on the obligation to notify and rates etc. in the child's law and amending certain provisions of the Labour Market Supplementary Pension Act).,2023-12-07 00:00:00
9442,Forslag til lov om ændring af lov om ændring af SU-loven. (Forlængelse af midlertidig suspension af SU-godkendelse af hele uddannelser i visse lande).,Proposal for a law amending the law amending the Social Security Code. (Extension of temporary suspension of SU approval of full education in certain countries).,2023-12-07 00:00:00
9443,Forslag til lov om ændring af lov om erstatning fra staten til ofre for forbrydelser. (Retskrav på erstatning og godtgørelse til ofre for terrorhandlinger begået i udlandet).,Proposal for a law amending the law on compensation from the State to victims of crime. (Requirements for compensation and compensation for victims of terrorist offences committed abroad).,2023-12-07 00:00:00
9444,Forslag til lov om ændring af lov om fuldbyrdelse af straf m.v. (Afskæring af voldtægtsdømte personers mulighed for at afsone med fodlænke).,"Proposal for a law amending the Law on the Enforcement of Punishment, etc. (Cutting the possibility of raped persons serving with an ankle bracelet).",2023-12-07 00:00:00
9445,"Forslag til lov om ændring af selskabsloven, lov om skifte af dødsboer, værgemålsloven, retsplejeloven og forskellige andre love. (Digital behandling af tvangsopløsningssager og dødsboskiftesager, øget antal byretsdommere, anerkendelse af juridiske eksamener fra Det Forenede Kongerige Storbritannien og Nordirland, terminaladgang til indkomstregisteret for Familieretshuset i værgemålssager m.v.).","Proposal for a law amending the Companies Act, law on the change of estates, the guardianship law, the administration of justice and various other laws. (Digital treatment of forced resolution cases and death settlement cases, increased number of city judges, recognition of legal examinations from the United Kingdom of Great Britain and Northern Ireland, terminal access to the income register of the Family Court in legal proceedings, etc.).",2023-12-07 00:00:00
9448,Forslag til lov om ændring af straffeloven. (Forbud mod utilbørlig behandling af skrifter med væsentlig religiøs betydning for et anerkendt trossamfund).,Draft law amending the penal code. (Objection against improper treatment of scriptures with significant religious significance for a recognized religion).,2023-12-07 00:00:00
9452,Forslag til lov om ændring af lov om videnskabsetisk behandling af sundhedsvidenskabelige forskningsprojekter og sundhedsdatavidenskabelige forskningsprojekter og sundhedsloven. (Smidigere rammer for sundhedsforskning og mere information og selvbestemmelse til patienter og forsøgspersoner m.v.).,"Proposal for a law amending the Law on the Scientific Treatment of Health Sciences Research Projects and Health Data Science Research Projects and the Health Act. (Smaller framework for health research and more information and self-determination for patients and subjects, etc.).",2023-12-12 00:00:00
9453,Forslag til lov om ændring af sundhedsloven. (Mulighed for forudgående fravalg af genoplivningsforsøg ved hjertestop).,Proposal for a law amending the Health Act. (Opportunity for prior opt-out of resuscitation attempts at cardiac arrest).,2023-12-12 00:00:00
9454,"Forslag til lov om ændring af lov om autorisation af sundhedspersoner og om sundhedsfaglig virksomhed, sundhedsloven, lov om lægemidler, lov om apoteksvirksomhed og lov om klage- og erstatningsadgang inden for sundhedsvæsenet. (Indførelse af et forbeholdt virksomhedsområde for sygeplejersker og specialsygeplejersker, udvidelse af jordemødres forbeholdte virksomhedsområde og Ankenævnet for Patienterstatningens kompetence til behandling af grønlandske klagesager om patienterstatning).","Proposal for a law amending the Law on the Authorisation of Health Careers and on Healthcare, the Health Act, the Law on Medicinal Products, the Law on Pharmacy and the Law on Complaints and Compensation Access in Health Care.",2023-12-12 00:00:00
9455,Forslag til lov om ændring af lov om valg til Folketinget og forskellige andre love og om ophævelse af lov om midlertidig videreførelse af rettigheder efter lov om kommunale og regionale valg og lov om valg af danske medlemmer til Europa-Parlamentet i forbindelse med Det Forenede Kongeriges udtræden af Den Europæiske Union. (Modernisering af rammerne for valg og lokaldemokrati m.v.).,"Draft law amending the Act on the Election of the Folketing and various other laws and repealing the Act on the Temporary Continuation of Rights under the Law on Municipal and Regional Elections and the Act on the Election of Danish Members to the European Parliament in the context of the United Kingdom's withdrawal from the European Union. (Modernisation of the Framework for Elections and Local Democracy, etc.).",2023-12-12 00:00:00
9485,"Forslag til lov om ændring af databeskyttelsesloven og lov om Det Centrale Personregister. (Ophævelse af bestemmelser om behandling af personoplysninger i forbindelse med markedsføring, undtagelse fra oplysningspligten og indsigtsretten hos Procesbevillingsnævnet og tilpasning af indsigtsretten hos Folketingets Ombudsmand).","Proposal for a law amending the Data Protection Act and the Central Register of Persons. (Cancelling of provisions relating to the processing of personal data in connection with marketing, exemption from the obligation to provide information and the right of access to the Board of Process Authorisation and adaptation of the right of access to the Parliamentary Ombudsman).",2023-12-14 00:00:00
9486,Forslag til lov om ændring af retsplejelov for Grønland. (National Enhed for Særlig Kriminalitets kompetence for Grønland m.v.).,"Proposal for a law amending the Code of Criminal Procedure for Greenland (National Unit for Special Crimes competence for Greenland, etc.).",2023-12-14 00:00:00
9487,Forslag til lov om ændring af kriminallov for Grønland og retsplejelov for Grønland. (Selvstændig bestemmelse om psykisk vold).,Proposal for a law amending the law on criminal law for Greenland and the law on the administration of justice for Greenland.,2023-12-14 00:00:00
9519,"Forslag til lov om ophævelse af lov for Grønland om børns retsstilling og om ændring af lov om ægteskabs indgåelse og opløsning som sat i kraft for Grønland, forældreansvarsloven og retsplejelov for Grønland. (Ændringer som følge af ikraftsættelse for Grønland af børneloven og lov om børns forsørgelse m.v.).","Proposal for a law repealing the law on the legal status of children for Greenland and amending the law on the conclusion and dissolution of marriage as put into force for Greenland, the law on parental responsibility and the law on the administration of justice for Greenland (Amendments resulting from the entry into force for Greenland of the children's law and the law on child support, etc.).",2023-12-19 00:00:00
9520,"Forslag til lov om ændring af lov om leje, lov om boligforhold, lov om leje af almene boliger og forskellige andre love. (Refusion af udlejerens udgifter til månedlige forbrugsmålinger, rettelser som følge af sammenskrivningen af lejelovgivningen og tilbudspligt).","Proposal for a law amending the law on rents, the law on housing, the law on rental of general housing and various other laws. (Refusion of the renter's expenditure on monthly consumption measurements, corrections resulting from the combination of rental legislation and the obligation to offer).",2023-12-19 00:00:00
9521,Forslag til lov om indfødsrets meddelelse.,Draft law on the notification of citizenship.,2023-12-19 00:00:00
9522,Forslag til lov om ændring af lov om integrationsgrunduddannelse (igu) og lov om Arbejdsgivernes Uddannelsesbidrag. (Videreførelse og udvidelse af igu-ordningen og videreførelse af egu-fgu-bonusordningen).,Proposal for a law amending the law on basic integration training (igu) and the law on employers' training contributions (Provision and extension of the Igu scheme and continuation of the Egu-fgu bonus scheme).,2023-12-19 00:00:00
9523,Forslag til lov om ændring af lov om planlægning og forskellige andre love. (Opfølgning på evaluering af planloven m.v.).,"Draft law amending the law on planning and various other laws. (Follow-up on evaluation of the law on planning, etc.).",2023-12-19 00:00:00
9524,Forslag til lov om ændring af lov om boligforhold. (Udlejning af midlertidige ustøttede private ungdomsboliger i stueetagen).,Proposal for a law amending the law on housing (rental of temporary unaided private youth housing on the ground floor).,2023-12-19 00:00:00
9525,Forslag til lov om ændring af lov om trossamfund uden for folkekirken. (Udskydelse af revisionsbestemmelse).,Draft law amending the law on religions outside the national church. (Exclusion of revision clause).,2023-12-19 00:00:00
